ProNr,Alternativ,År,Trafikantnytte,Kjøretøykostnader,Direkteutgifter,Tidskostnader,Nyskapt,Ulempeskostnader,Helsevirkninger,Utrygghetskostnader,Operatørkostnader,Operatørinntekter,Operatøroverføringer,Drift_vedlikehold,Offentlige_overføringer,Skatte_avgiftsinntekter,Ulykker,Støy_luft,Andre_kostnader,Skattekostnad
3,0,2059,,-20154.4,-1836.5001,-54792.266,0,-0,0,-0,-2732.887,1639.7322,1093.1548,-694.96393,-1093.1548,1146.2915,-2912.3979,-1081.6715,-0,-128.36548
3,0,2060,,-19622.459,-1794.7124,-53856.535,0,-0,0,-0,-2670.7029,1602.4218,1068.2812,-669.646,-1068.2812,1106.7246,-2796.3928,-1069.585,-0,-126.24055
3,0,2061,,-19121.752,-1754.0328,-52939.387,0,-0,0,-0,-2610.1677,1566.1007,1044.0671,-645.26025,-1044.0671,1076.7942,-2685.2463,-1067.7512,-0,-122.50667
3,0,2062,,-18632.127,-1714.4148,-52033.309,0,-0,0,-0,-2551.2124,1530.7274,1020.485,-621.76788,-1020.485,1047.6039,-2578.6287,-1066.6245,-0,-118.92982
3,0,2063,,-18158.18,-1674.8558,-51125.695,0,-0,0,-0,-2492.345,1495.407,996.93799,-599.13196,-996.93799,1019.3101,-2476.2402,-1065.652,-0,-115.35201
3,0,2064,,-17691.479,-1636.4233,-50232.461,0,-0,0,-0,-2435.1538,1461.0923,974.06152,-577.31726,-974.06152,991.45337,-2377.8101,-1057.8416,-0,-111.98511
3,0,2065,,-17233.201,-1598.2473,-49340.797,0,-0,0,-0,-2378.3442,1427.0065,951.33765,-556.29028,-951.33765,964.00488,-2283.0928,-1050.0519,-0,-108.72463
3,1,2046,,-29319.295,-1697.8125,-64577.668,0,-0,0,-0,-2620.0808,1572.0486,1048.0323,-835.13928,-1048.0323,6348.3145,-12091.553,-2927.0378,-0,893.02881
3,1,2047,,-28417.174,-1654.2555,-63405.691,0,-0,0,-0,-2552.8633,1531.718,1021.1453,-810.47675,-1021.1453,6154.3584,-11701.312,-2844.5972,-0,864.54749
3,1,2048,,-27544.193,-1611.7893,-62249.363,0,-0,0,-0,-2487.3291,1492.3975,994.93164,-792.41907,-994.93164,5966.8203,-11324.071,-2765.0623,-0,835.89417
3,1,2049,,-26698.062,-1570.4357,-61117.738,0,-0,0,-0,-2423.5117,1454.1071,969.40472,-769.0213,-969.40472,5784.9648,-10959.472,-2687.4717,-0,809.30792
3,1,2050,,-25878.014,-1530.1881,-60011.738,0,-0,0,-0,-2361.4014,1416.8407,944.56049,-746.3205,-944.56049,5608.645,-10606.483,-2612.0337,-0,783.55304
3,1,2051,,-25038.004,-1484.9711,-58803.668,0,-0,0,-0,-2291.6218,1374.9731,916.64874,-740.14185,-916.64874,5427.584,-10252.823,-2533.3701,-0,754.15894
3,1,2052,,-24225.207,-1441.1279,-57624.074,0,-0,0,-0,-2223.9629,1334.3777,889.58514,-718.0943,-889.58514,5252.332,-9911.2568,-2456.4202,-0,728.93066
3,1,2053,,-23439.139,-1398.5422,-56464.629,0,-0,0,-0,-2158.2441,1294.9465,863.29767,-696.70691,-863.29767,5082.8618,-9581.4424,-2381.9023,-0,704.57159
3,1,2054,,-22678.533,-1357.2319,-55331.016,0,-0,0,-0,-2094.4937,1256.6962,837.79749,-675.95984,-837.79749,4918.8276,-9262.4521,-2309.6189,-0,681.01422
3,1,2055,,-21942.951,-1317.139,-54219.371,0,-0,0,-0,-2032.6221,1219.5732,813.04883,-655.83386,-813.04883,4760.208,-8954.4141,-2239.6179,-0,658.2652
3,1,2056,,-21230.945,-1278.2607,-53134.773,0,-0,0,-0,-1972.6246,1183.5747,789.04987,-636.31024,-789.04987,4606.5801,-8657.0234,-2171.6426,-0,636.24414
3,1,2057,,-20542.742,-1240.5192,-52068.66,0,-0,0,-0,-1914.3813,1148.6288,765.75256,-617.37097,-765.75256,4458.1689,-8369.6172,-2105.9224,-0,615.00922
3,1,2058,,-19876.73,-1203.9065,-51026.383,0,-0,0,-0,-1857.8804,1114.7283,743.15216,-598.99835,-743.15216,4314.4844,-8091.7617,-2042.1505,-0,594.46692
3,1,2059,,-19232.648,-1168.37,-50004,0,-0,0,-0,-1803.04,1081.824,721.216,-581.17542,-721.216,4175.5488,-7823.2798,-1980.3955,-0,574.63165
3,1,2060,,-18609.223,-1133.9193,-49006.996,0,-0,0,-0,-1749.8755,1049.9253,699.9502,-563.88568,-699.9502,4040.9932,-7563.9819,-1920.4362,-0,555.43158
3,1,2061,,-18006.393,-1100.4662,-48027.316,0,-0,0,-0,-1698.2502,1018.9501,679.30011,-547.11304,-679.30011,3910.9126,-7313.4575,-1862.3938,-0,536.90002
3,2,2022,,-66725.016,-3409.2058,-103554.49,0,-0,0,-0,-5261.1196,3156.6719,2104.448,-1703.9822,-2104.448,15264.03,-27261.01,-4102.4824,-0,2291.1204
3,2,2023,,-64951.816,-3334.8362,-102345.91,0,-0,0,-0,-5146.3521,3087.811,2058.5408,-1655.293,-2058.5408,14787.653,-26522.709,-4304.8936,-0,2214.7644
3,2,2024,,-63225.414,-3262.1301,-101154.02,0,-0,0,-0,-5034.1514,3020.4907,2013.6605,-1608.0374,-2013.6605,14325.797,-25805.369,-4489.3867,-0,2140.8203
3,2,2025,,-61544.586,-3191.0649,-99979.523,0,-0,0,-0,-4924.4829,2954.6897,1969.7931,-1572.2031,-1969.7931,13878.033,-25108.045,-4656.8804,-0,2067.208
3,2,2026,,-59878.051,-3118.4058,-98820.188,0,-0,0,-0,-4812.3545,2887.4128,1924.9418,-1527.5493,-1924.9418,13431.005,-24430.564,-4799.6855,-0,1995.7032
3,2,2027,,-58254.809,-3047.4436,-97679.758,0,-0,0,-0,-4702.8452,2821.707,1881.1381,-1484.2054,-1881.1381,12997.484,-23771.523,-4926.2671,-0,1926.4288
3,2,2028,,-56675.137,-2978.2141,-96558.82,0,-0,0,-0,-4596.0093,2757.6055,1838.4037,-1441.7196,-1838.4037,12577.615,-23130.635,-5037.792,-0,1859.4989
3,2,2029,,-54901.945,-2895.8154,-95019.07,0,-0,0,-0,-4468.8511,2681.3105,1787.5403,-1399.7247,-1787.5403,12117.924,-22428.797,-5113.8408,-0,1786.1322
3,2,2030,,-53180.762,-2815.7637,-93515.82,0,-0,0,-0,-4345.314,2607.1885,1738.1256,-1358.9719,-1738.1256,11673.585,-21748.264,-5174.8535,-0,1715.2979
3,2,2031,,-51501.453,-2744.8879,-92026.578,0,-0,0,-0,-4235.938,2541.563,1694.3752,-1319.424,-1694.3752,11281.654,-21089.48,-5005.564,-0,1653.5715
3,2,2032,,-49873.758,-2675.9275,-90575.266,0,-0,0,-0,-4129.5176,2477.7104,1651.807,-1281.0448,-1651.807,10902.183,-20450.607,-4841.3936,-0,1593.8665
3,2,2033,,-48299.57,-2608.676,-89139.906,0,-0,0,-0,-4025.7346,2415.4407,1610.2938,-1243.7996,-1610.2938,10536.115,-19831.75,-4683.1396,-0,1536.4047
3,2,2034,,-46770.703,-2542.876,-87724.82,0,-0,0,-0,-3924.1912,2354.5146,1569.6765,-1214.4152,-1569.6765,10182.172,-19231.838,-4530.2627,-0,1479.6163
3,2,2035,,-45293.812,-2479.0073,-86341.375,0,-0,0,-0,-3825.6284,2295.377,1530.2513,-1179.1344,-1530.2513,9839.7559,-18651.104,-4381.9619,-0,1426.0742
3,2,2036,,-43952.516,-2417.9666,-84974.766,0,-0,0,-0,-3731.4297,2238.8579,1492.5719,-1153.4354,-1492.5719,9541.7041,-18088.154,-4256.9233,-0,1379.1396
3,2,2037,,-42650.949,-2358.509,-83637.594,0,-0,0,-0,-3639.6743,2183.8044,1455.8696,-1119.9392,-1455.8696,9252.6377,-17542.057,-4135.0483,-0,1335.3661
3,2,2038,,-41389.93,-2300.4946,-82315.469,0,-0,0,-0,-3550.146,2130.0876,1420.0585,-1111.5022,-1420.0585,8973.0518,-17013.611,-4018.249,-0,1288.2986
3,2,2039,,-40166.48,-2243.9849,-81021.016,0,-0,0,-0,-3462.9395,2077.7637,1385.1758,-1079.2006,-1385.1758,8701.9766,-16501.197,-3903.7456,-0,1247.5203
3,2,2040,,-38979.711,-2188.8364,-79745.289,0,-0,0,-0,-3377.8337,2026.7003,1351.1335,-1047.8527,-1351.1335,8439.249,-16004.487,-3792.6274,-0,1208.0529
3,2,2041,,-37780.473,-2132.7178,-78289.914,0,-0,0,-0,-3291.231,1974.7385,1316.4923,-1016.9104,-1316.4923,8181.7715,-15486.164,-3686.0027,-0,1169.6741
3,2,2042,,-36619.57,-2078.0229,-76857,0,-0,0,-0,-3206.8254,1924.0953,1282.7302,-986.88989,-1282.7302,7932.6509,-14984.849,-3582.718,-0,1132.6063
3,2,2043,,-35494.469,-2024.7595,-75454.273,0,-0,0,-0,-3124.6287,1874.7772,1249.8514,-957.76343,-1249.8514,7691.1094,-14500.311,-3482.2979,-0,1096.6991
3,2,2044,,-34404.227,-1972.9036,-74081.805,0,-0,0,-0,-3044.604,1826.7625,1217.8417,-929.50427,-1217.8417,7456.9785,-14031.807,-3384.7031,-0,1061.9268
3,2,2045,,-33348.461,-1922.3442,-72730.602,0,-0,0,-0,-2966.5806,1779.9484,1186.6322,-902.08636,-1186.6322,7230.3037,-13578.586,-3290.0576,-0,1028.3173
3,2,2046,,-32325.941,-1873.0815,-71403.172,0,-0,0,-0,-2890.5579,1734.3347,1156.2231,-875.48456,-1156.2231,7010.7959,-13140.288,-3198.2351,-0,995.81793
3,2,2047,,-31335.541,-1825.2286,-70111.266,0,-0,0,-0,-2816.7109,1690.0265,1126.6843,-849.67438,-1126.6843,6798.1836,-12716.634,-3109.0896,-0,964.3653
3,2,2048,,-30375.482,-1778.4935,-68836.109,0,-0,0,-0,-2744.5889,1646.7532,1097.8356,-824.63202,-1097.8356,6591.9819,-12306.851,-3022.4009,-0,933.90314
3,2,2049,,-29445.459,-1732.9563,-67583.852,0,-0,0,-0,-2674.3152,1604.5891,1069.7261,-800.33459,-1069.7261,6392.2246,-11910.602,-2938.2383,-0,904.43304
3,2,2050,,-28542.004,-1688.7115,-66374.711,0,-0,0,-0,-2606.0364,1563.6217,1042.4146,-776.7597,-1042.4146,6197.729,-11527.651,-2855.7961,-0,875.71112
3,2,2051,,-27617.477,-1638.8713,-65038.434,0,-0,0,-0,-2529.1223,1517.4734,1011.6489,-753.67865,-1011.6489,5998.3789,-11143.734,-2769.384,-0,846.61047
3,2,2052,,-26723.025,-1590.5149,-63730.176,0,-0,0,-0,-2454.4983,1472.699,981.79926,-731.28717,-981.79926,5805.4736,-10772.683,-2685.6045,-0,818.47766
3,2,2053,,-25856.184,-1543.7079,-62464.637,0,-0,0,-0,-2382.2651,1429.3591,952.90607,-709.56464,-952.90607,5618.23,-10414.295,-2603.9541,-0,791.1521
3,2,2054,,-25018.785,-1498.2344,-61216.094,0,-0,0,-0,-2312.0898,1387.254,924.836,-688.49097,-924.836,5437.522,-10068.104,-2525.1467,-0,764.83923
3,2,2055,,-24209.086,-1454.0503,-59987.07,0,-0,0,-0,-2243.9048,1346.3428,897.56189,-668.04663,-897.56189,5262.8384,-9733.3457,-2448.8818,-0,739.44617
3,2,2056,,-23425.678,-1411.1759,-58783.855,0,-0,0,-0,-2177.7405,1306.6443,871.09619,-665.09375,-871.09619,5093.7861,-9410.0586,-2375.5828,-0,711.51941
3,2,2057,,-22667.711,-1369.7891,-57625,0,-0,0,-0,-2113.8721,1268.3232,845.54883,-645.32739,-845.54883,4930.166,-9097.6416,-2303.7959,-0,687.85815
3,2,2058,,-21934.623,-1329.4164,-56470.559,0,-0,0,-0,-2051.5686,1230.9412,820.62744,-626.15173,-820.62744,4771.9443,-8795.9971,-2234.3208,-0,665.03314
3,2,2059,,-21225.316,-1290.238,-55340.18,0,-0,0,-0,-1991.108,1194.6648,796.44324,-607.54907,-796.44324,4618.8164,-8504.4434,-2166.9502,-0,642.96503
3,2,2060,,-20539.166,-1252.229,-54233.844,0,-0,0,-0,-1932.452,1159.4712,772.98083,-589.50214,-772.98083,4470.6743,-8222.7354,-2101.6597,-0,621.63843
3,2,2061,,-19872.066,-1215.5764,-53185.613,0,-0,0,-0,-1875.8895,1125.5337,750.35583,-571.99432,-750.35583,4326.0469,-7950.5239,-2037.3925,-0,600.7395
3,3,2022,,-60638.801,-3095.7014,-93806.07,0,-0,0,-0,-4777.3169,2866.3901,1910.9266,-1678.2013,-1910.9266,13868.906,-25101.711,-3794.8828,-0,2055.9561
3,3,2023,,-59023.223,-3027.9832,-92706.18,0,-0,0,-0,-4672.8135,2803.688,1869.1254,-1630.1387,-1869.1254,13434.476,-24421.654,-3976.5391,-0,1987.0428
3,3,2024,,-57449.887,-2961.7654,-91621.305,0,-0,0,-0,-4570.6255,2742.3752,1828.2501,-1583.3956,-1828.2501,13013.146,-23760.484,-4141.7979,-0,1920.3004
3,3,2025,,-55917.656,-2897.0139,-90551.258,0,-0,0,-0,-4470.7007,2682.4202,1788.2802,-1538.0854,-1788.2802,12604.517,-23117.381,-4291.4795,-0,1855.6307
3,3,2026,,-54398.418,-2830.8298,-89495.828,0,-0,0,-0,-4368.5645,2621.1387,1747.4258,-1493.7776,-1747.4258,12196.572,-22492.635,-4418.6411,-0,1791.0742
3,3,2027,,-52918.941,-2766.1687,-88454.836,0,-0,0,-0,-4268.7788,2561.2673,1707.5115,-1450.9877,-1707.5115,11801.088,-21885.348,-4531.0835,-0,1728.5182
3,3,2028,,-51478.168,-2702.9958,-87428.086,0,-0,0,-0,-4171.29,2502.7739,1668.516,-1409.4598,-1668.516,11417.688,-21295.045,-4629.5815,-0,1667.9427
3,3,2029,,-49864.227,-2628.0344,-86027.836,0,-0,0,-0,-4055.6084,2433.365,1622.2433,-1368.2357,-1622.2433,10999.139,-20647.926,-4696.355,-0,1601.7324
3,3,2030,,-48299.176,-2555.1499,-84651.422,0,-0,0,-0,-3943.1326,2365.8794,1577.2531,-1328.2346,-1577.2531,10595.178,-20021.469,-4749.9067,-0,1537.9385
3,3,2031,,-46770.602,-2490.6685,-83298.414,0,-0,0,-0,-3843.624,2306.1743,1537.4496,-1289.4198,-1537.4496,10238.147,-19414.293,-4594.0312,-0,1482.2559
3,3,2032,,-45290.645,-2427.8354,-81968.617,0,-0,0,-0,-3746.6594,2247.9956,1498.6638,-1251.7557,-1498.6638,9893.0957,-18825.943,-4443.311,-0,1428.5355
3,3,2033,,-43857.73,-2366.6028,-80661.219,0,-0,0,-0,-3652.1648,2191.2988,1460.8658,-1222.9504,-1460.8658,9559.6152,-18255.246,-4297.5737,-0,1375.1602
3,3,2034,,-42470.402,-2306.9495,-79377.141,0,-0,0,-0,-3560.1069,2136.0642,1424.0428,-1187.3398,-1424.0428,9237.335,-17702.445,-4156.6587,-0,1325.1908
3,3,2035,,-41127.047,-2248.8032,-78114.195,0,-0,0,-0,-3470.3752,2082.2251,1388.1501,-1152.7822,-1388.1501,8925.8223,-17167.109,-4020.373,-0,1276.9783
3,3,2036,,-39905.441,-2193.2771,-76874.508,0,-0,0,-0,-3384.6868,2030.812,1353.8748,-1119.246,-1353.8748,8654.0596,-16648.453,-3904.5156,-0,1236.188
3,3,2037,,-38721.137,-2139.2087,-75659.328,0,-0,0,-0,-3301.248,1980.7488,1320.4991,-1086.7007,-1320.4991,8390.9092,-16145.46,-3792.2344,-0,1196.7422
3,3,2038,,-37572.098,-2086.4377,-74461.906,0,-0,0,-0,-3219.8113,1931.8867,1287.9244,-1054.8119,-1287.9244,8135.771,-15658.356,-3683.2104,-0,1158.6072
3,3,2039,,-36457.918,-2034.9657,-73282.438,0,-0,0,-0,-3140.3789,1884.2274,1256.1516,-1024.0923,-1256.1516,7888.6445,-15186.443,-3577.5107,-0,1121.6803
3,3,2040,,-35375.945,-1984.8461,-72132.883,0,-0,0,-0,-3063.0339,1837.8204,1225.2136,-994.28107,-1225.2136,7648.6562,-14728.492,-3474.5701,-0,1085.8325
3,3,2041,,-34285.402,-1933.8191,-70809.68,0,-0,0,-0,-2984.2886,1790.5731,1193.7155,-964.87604,-1193.7155,7414.502,-14251.512,-3376.5125,-0,1051.1824
3,3,2042,,-33227.73,-1884.1946,-69522.188,0,-0,0,-0,-2907.7075,1744.6245,1163.083,-936.34808,-1163.083,7187.1733,-13790.214,-3280.9509,-0,1017.5487
3,3,2043,,-32204.422,-1835.7699,-68248.547,0,-0,0,-0,-2832.9783,1699.787,1133.1913,-908.67078,-1133.1913,6967.436,-13343.573,-3188.5278,-0,985.11499
3,3,2044,,-31212.992,-1788.6481,-67003.562,0,-0,0,-0,-2760.2593,1656.1555,1104.1036,-881.8186,-1104.1036,6754.5039,-12912.027,-3098.7419,-0,953.71661
3,3,2045,,-30249.533,-1742.5496,-65778.055,0,-0,0,-0,-2689.1196,1613.4718,1075.6478,-860.55933,-1075.6478,6548.1338,-12494.946,-3011.6619,-0,922.3855
3,3,2046,,-29319.295,-1697.8125,-64577.668,0,-0,0,-0,-2620.0808,1572.0486,1048.0323,-835.13928,-1048.0323,6348.3145,-12091.553,-2927.0378,-0,893.02881
3,3,2047,,-28417.174,-1654.2555,-63405.691,0,-0,0,-0,-2552.8633,1531.718,1021.1453,-810.47675,-1021.1453,6154.3584,-11701.312,-2844.5972,-0,864.54749
3,3,2048,,-27544.193,-1611.7893,-62249.363,0,-0,0,-0,-2487.3291,1492.3975,994.93164,-792.41907,-994.93164,5966.8203,-11324.071,-2765.0623,-0,835.89417
3,3,2049,,-26698.062,-1570.4357,-61117.738,0,-0,0,-0,-2423.5117,1454.1071,969.40472,-769.0213,-969.40472,5784.9648,-10959.472,-2687.4717,-0,809.30792
3,3,2050,,-25878.014,-1530.1881,-60011.738,0,-0,0,-0,-2361.4014,1416.8407,944.56049,-746.3205,-944.56049,5608.645,-10606.483,-2612.0337,-0,783.55304
3,3,2051,,-25038.004,-1484.9711,-58803.668,0,-0,0,-0,-2291.6218,1374.9731,916.64874,-740.14185,-916.64874,5427.584,-10252.823,-2533.3701,-0,754.15894
3,3,2052,,-24225.207,-1441.1279,-57624.074,0,-0,0,-0,-2223.9629,1334.3777,889.58514,-718.0943,-889.58514,5252.332,-9911.2568,-2456.4202,-0,728.93066
3,3,2053,,-23439.139,-1398.5422,-56464.629,0,-0,0,-0,-2158.2441,1294.9465,863.29767,-696.70691,-863.29767,5082.8618,-9581.4424,-2381.9023,-0,704.57159
3,3,2054,,-22678.533,-1357.2319,-55331.016,0,-0,0,-0,-2094.4937,1256.6962,837.79749,-675.95984,-837.79749,4918.8276,-9262.4521,-2309.6189,-0,681.01422
3,3,2055,,-21942.951,-1317.139,-54219.371,0,-0,0,-0,-2032.6221,1219.5732,813.04883,-655.83386,-813.04883,4760.208,-8954.4141,-2239.6179,-0,658.2652
3,3,2056,,-21230.945,-1278.2607,-53134.773,0,-0,0,-0,-1972.6246,1183.5747,789.04987,-636.31024,-789.04987,4606.5801,-8657.0234,-2171.6426,-0,636.24414
3,3,2057,,-20542.742,-1240.5192,-52068.66,0,-0,0,-0,-1914.3813,1148.6288,765.75256,-617.37097,-765.75256,4458.1689,-8369.6172,-2105.9224,-0,615.00922
3,3,2058,,-19876.73,-1203.9065,-51026.383,0,-0,0,-0,-1857.8804,1114.7283,743.15216,-598.99835,-743.15216,4314.4844,-8091.7617,-2042.1505,-0,594.46692
3,3,2059,,-19232.648,-1168.37,-50004,0,-0,0,-0,-1803.04,1081.824,721.216,-581.17542,-721.216,4175.5488,-7823.2798,-1980.3955,-0,574.63165
3,3,2060,,-18609.223,-1133.9193,-49006.996,0,-0,0,-0,-1749.8755,1049.9253,699.9502,-563.88568,-699.9502,4040.9932,-7563.9819,-1920.4362,-0,555.43158
3,3,2061,,-18006.393,-1100.4662,-48027.316,0,-0,0,-0,-1698.2502,1018.9501,679.30011,-547.11304,-679.30011,3910.9126,-7313.4575,-1862.3938,-0,536.90002
3,4,2022,,-54577.812,-2783.9492,-84151.164,0,-0,0,-0,-4296.2178,2577.7307,1718.4872,-1589.422,-1718.4872,12483.494,-22915.047,-3488.9011,-0,1835.1174
3,4,2023,,-53121.191,-2722.917,-83159.898,0,-0,0,-0,-4202.0322,2521.2195,1680.813,-1543.8398,-1680.813,12091.487,-22293.877,-3650.2087,-0,1773.3672
3,4,2024,,-51702.703,-2663.2397,-82182.203,0,-0,0,-0,-4109.9375,2465.9626,1643.9751,-1499.6029,-1643.9751,11711.323,-21689.646,-3796.7549,-0,1713.5497
3,4,2025,,-50321.344,-2604.8872,-81217.891,0,-0,0,-0,-4019.8875,2411.9326,1607.955,-1456.6709,-1607.955,11342.652,-21102.17,-3929.2864,-0,1655.6057
3,4,2026,,-48951.707,-2545.2471,-80266.789,0,-0,0,-0,-3927.8503,2356.7102,1571.1401,-1415.0045,-1571.1401,10974.621,-20531.682,-4041.54,-0,1597.6956
3,4,2027,,-47617.84,-2486.9788,-79328.727,0,-0,0,-0,-3837.9299,2302.7581,1535.172,-1374.5659,-1535.172,10617.807,-19976.57,-4140.5264,-0,1541.614
3,4,2028,,-46318.801,-2430.0508,-78403.539,0,-0,0,-0,-3750.0781,2250.0469,1500.0312,-1335.3181,-1500.0312,10271.874,-19436.439,-4226.9468,-0,1487.3053
3,4,2029,,-44864.66,-2362.5601,-77144.805,0,-0,0,-0,-3645.926,2187.5557,1458.3705,-1296.3263,-1458.3705,9894.5957,-18844.773,-4284.957,-0,1427.9801
3,4,2030,,-43454.457,-2296.9377,-75907.547,0,-0,0,-0,-3544.657,2126.7942,1417.8628,-1305.9946,-1417.8628,9530.4307,-18272.422,-4333.3086,-0,1361.3148
3,4,2031,,-42077.109,-2238.8757,-74691.375,0,-0,0,-0,-3455.0552,2073.0332,1382.0221,-1267.7531,-1382.0221,9208.4873,-17718.062,-4190.9897,-0,1311.7428
3,4,2032,,-40743.477,-2182.293,-73495.938,0,-0,0,-0,-3367.7358,2020.6415,1347.0944,-1230.6469,-1347.0944,8897.3086,-17180.652,-4053.3416,-0,1263.9138
3,4,2033,,-39452.16,-2127.1511,-72320.867,0,-0,0,-0,-3282.6406,1969.5844,1313.0563,-1194.6421,-1313.0563,8596.5361,-16659.721,-3920.2114,-0,1217.7678
3,4,2034,,-38201.816,-2073.4138,-71165.82,0,-0,0,-0,-3199.7126,1919.8276,1279.8851,-1159.6193,-1279.8851,8305.8242,-16154.632,-3791.4504,-0,1173.2643
3,4,2035,,-36991.148,-2021.0454,-70030.438,0,-0,0,-0,-3118.8972,1871.3383,1247.5588,-1125.7,-1247.5588,8024.8389,-15665.123,-3666.9163,-0,1130.3163
3,4,2036,,-35890.164,-1971.0236,-68914.391,0,-0,0,-0,-3041.7029,1825.0217,1216.6812,-1092.5543,-1216.6812,7779.6724,-15191.21,-3560.8503,-0,1094.0876
3,4,2037,,-34822.281,-1922.2512,-67817.352,0,-0,0,-0,-2966.437,1779.8622,1186.5748,-1060.5629,-1186.5748,7542.0854,-14732.162,-3457.9275,-0,1058.9897
3,4,2038,,-33786.57,-1874.7,-66738.984,0,-0,0,-0,-2893.0554,1735.8333,1157.2222,-1029.5215,-1157.2222,7311.8687,-14287.315,-3358.0713,-0,1025.0253
3,4,2039,,-32782.023,-1828.338,-65678.977,0,-0,0,-0,-2821.5093,1692.9055,1128.6036,-999.40137,-1128.6036,7088.7793,-13855.939,-3261.1802,-0,992.15509
3,4,2040,,-31807.768,-1783.1383,-64637.027,0,-0,0,-0,-2751.7563,1651.0538,1100.7025,-970.17517,-1100.7025,6872.6221,-13437.612,-3167.1824,-0,960.34906
3,4,2041,,-30825.346,-1737.2108,-63448.75,0,-0,0,-0,-2680.8809,1608.5284,1072.3523,-941.38983,-1072.3523,6661.5259,-13001.92,-3077.4504,-0,929.55707
3,4,2042,,-29873.664,-1692.4745,-62283.402,0,-0,0,-0,-2611.8433,1567.106,1044.7373,-913.46533,-1044.7373,6457.02,-12580.213,-2990.3218,-0,899.76367
3,4,2043,,-28951.742,-1648.8983,-61140.531,0,-0,0,-0,-2544.5962,1526.7577,1017.8384,-886.37573,-1017.8384,6258.8945,-12172.409,-2905.7185,-0,870.93622
3,4,2044,,-28058.646,-1606.4524,-60019.695,0,-0,0,-0,-2479.093,1487.4558,991.63727,-860.09595,-991.63727,6066.9492,-11778.485,-2823.5667,-0,843.04346
3,4,2045,,-27193.469,-1565.1091,-58920.617,0,-0,0,-0,-2415.2917,1449.175,966.1167,-839.89227,-966.1167,5880.9897,-11397.813,-2743.7937,-0,814.9964
3,4,2046,,-26355.322,-1524.8362,-57842.578,0,-0,0,-0,-2353.1423,1411.8854,941.2569,-815.0423,-941.2569,5700.8257,-11029.417,-2666.3293,-0,788.90546
3,4,2047,,-25543.371,-1485.6185,-56786.098,0,-0,0,-0,-2292.6211,1375.5726,917.04846,-790.93384,-917.04846,5526.2793,-10673.32,-2591.1067,-0,763.65967
3,4,2048,,-24756.707,-1447.4084,-55749.492,0,-0,0,-0,-2233.6548,1340.1929,893.46198,-767.54462,-893.46198,5357.1445,-10328.98,-2518.042,-0,739.22778
3,4,2049,,-23994.658,-1410.1886,-54732.562,0,-0,0,-0,-2176.2168,1305.7301,870.48676,-744.85297,-870.48676,5193.2983,-9995.9033,-2447.1047,-0,715.59186
3,4,2050,,-23256.146,-1373.9414,-53736.773,0,-0,0,-0,-2120.28,1272.168,848.112,-722.83801,-848.112,5034.4561,-9673.8369,-2378.1453,-0,692.70142
3,4,2051,,-22499.654,-1333.2721,-52653.379,0,-0,0,-0,-2057.5186,1234.5111,823.00739,-701.30121,-823.00739,4871.3389,-9351.1172,-2305.7173,-0,669.40619
3,4,2052,,-21768.041,-1293.8545,-51595.539,0,-0,0,-0,-1996.689,1198.0134,798.6756,-680.24634,-798.6756,4713.5947,-9039.2021,-2235.5525,-0,646.93475
3,4,2053,,-21060.229,-1255.5685,-50556.793,0,-0,0,-0,-1937.6056,1162.5634,775.04224,-659.95648,-775.04224,4560.9561,-8737.8613,-2167.5305,-0,625.19159
3,4,2054,,-20375.438,-1218.4248,-49540.379,0,-0,0,-0,-1880.285,1128.171,752.11401,-640.2749,-752.11401,4413.2505,-8446.7314,-2101.574,-0,604.17249
3,4,2055,,-19712.281,-1182.4143,-48550.867,0,-0,0,-0,-1824.7135,1094.8281,729.88538,-621.18323,-729.88538,4270.0718,-8165.7202,-2037.4316,-0,583.80084
3,4,2056,,-19071.725,-1147.4391,-47574.934,0,-0,0,-0,-1770.7393,1062.4435,708.29572,-602.6637,-708.29572,4131.9219,-7894.0166,-1975.5355,-0,564.19269
3,4,2057,,-18452.035,-1113.5068,-46619.852,0,-0,0,-0,-1718.3746,1031.0248,687.34985,-584.6991,-687.34985,3998.251,-7631.6855,-1915.5275,-0,545.24054
3,4,2058,,-17852.635,-1080.5812,-45684.199,0,-0,0,-0,-1667.5636,1000.5381,667.02539,-567.27277,-667.02539,3868.9546,-7378.208,-1857.381,-0,526.9314
3,4,2059,,-17272.154,-1048.6808,-44774.68,0,-0,0,-0,-1618.3345,971.00067,647.3338,-550.36853,-647.3338,3743.6152,-7133.2988,-1800.835,-0,509.18268
3,4,2060,,-16711.314,-1017.6827,-43877.305,0,-0,0,-0,-1570.498,942.29883,628.19922,-533.97058,-628.19922,3622.6243,-6896.6064,-1746.2239,-0,492.09103
3,4,2061,,-16168.736,-987.63092,-43001.016,0,-0,0,-0,-1524.1218,914.47308,609.64874,-518.06372,-609.64874,3505.552,-6667.8594,-1693.272,-0,475.56802
3,5,2022,,-54577.812,-2783.9492,-84151.164,0,-0,0,-0,-4296.2178,2577.7307,1718.4872,-1589.422,-1718.4872,12483.494,-22915.047,-3488.9011,-0,1835.1174
3,5,2023,,-53121.191,-2722.917,-83159.898,0,-0,0,-0,-4202.0322,2521.2195,1680.813,-1543.8398,-1680.813,12091.487,-22293.877,-3650.2087,-0,1773.3672
